reference_code,url,price,currency,life_span,material_label,size_label,collection,price_eur
DRIVE-DE-CARTIER-WATCH-LARGE-DATE-RETROGRADE-SECOND-TIME-ZONE-AND-DAY-NIGHT-INDICATOR_COD44733502651435005.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/drive-de-cartier-watch-large-date-retrograde-second-time-zone-and-day-night-indicator_cod44733502651435005.html#dept=EU_Watches,9800.0,EUR,Q4 May 2022,Other,Large,Other,9800.0
DRIVE-DE-CARTIER-WATCH-LARGE-DATE-RETROGRADE-SECOND-TIME-ZONE-AND-DAY-NIGHT-INDICATOR_COD44733502651447039.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/drive-de-cartier-watch-large-date-retrograde-second-time-zone-and-day-night-indicator_cod44733502651447039.html#dept=EU_Watches,21300.0,EUR,Q4 May 2022,Other,Large,Other,21300.0
DRIVE-DE-CARTIER-WATCH_COD44733502651435004.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/drive-de-cartier-watch_cod44733502651435004.html#dept=EU_Watches,7000.0,EUR,Q4 May 2022,Other,Medium,Other,7000.0
DRIVE-DE-CARTIER-WATCH_COD44733502651435007.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/drive-de-cartier-watch_cod44733502651435007.html#dept=EU_Watches,7000.0,EUR,Q4 May 2022,Other,Medium,Other,7000.0
DRIVE-DE-CARTIER-WATCH_COD44733502651439574.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/drive-de-cartier-watch_cod44733502651439574.html#dept=EU_Watches,7000.0,EUR,Q4 May 2022,Other,Medium,Other,7000.0
DRIVE-DE-CARTIER-WATCH_COD44733502651447037.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/drive-de-cartier-watch_cod44733502651447037.html#dept=EU_Watches,18000.0,EUR,Q4 May 2022,Other,Medium,Other,18000.0
DRIVE-DE-CARTIER-WATCH_COD44733502651447047.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/drive-de-cartier-watch_cod44733502651447047.html#dept=EU_Watches,15500.0,EUR,Q4 May 2022,Other,Medium,Other,15500.0
DRIVE-DE-CARTIER-WATCH_COD44733502651447050.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/drive-de-cartier-watch_cod44733502651447050.html#dept=EU_Watches,18000.0,EUR,Q4 May 2022,Other,Medium,Other,18000.0
DRIVE-DE-CARTIER-WATCH_COD44733502651447056.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/drive-de-cartier-watch_cod44733502651447056.html#dept=EU_Watches,18000.0,EUR,Q4 May 2022,Other,Medium,Other,18000.0
INDOMPTABLES-DE-CARTIER-WATCH_COD1647597276076454.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/indomptables-de-cartier-watch_cod1647597276076454.html#dept=EU_Watches,258000.0,EUR,Q4 May 2022,Other,Medium,Other,258000.0
INDOMPTABLES-DE-CARTIER-WATCH_COD1647597276076455.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/indomptables-de-cartier-watch_cod1647597276076455.html#dept=EU_Watches,234000.0,EUR,Q4 May 2022,Other,Medium,Other,234000.0
INDOMPTABLES-DE-CARTIER-WATCH_COD1647597276076637.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/indomptables-de-cartier-watch_cod1647597276076637.html#dept=EU_Watches,234000.0,EUR,Q4 May 2022,Other,Medium,Other,234000.0
JOAILLERE-PANTHERE-WATCH_COD13452677152895265.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/joaillere-panthere-watch_cod13452677152895265.html#dept=EU_Watches,132000.0,EUR,Q4 May 2022,Other,Medium,Panthere,132000.0
JOAILLERE-PANTHERE-WATCH_COD13452677152895268.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/joaillere-panthere-watch_cod13452677152895268.html#dept=EU_Watches,124000.0,EUR,Q4 May 2022,Other,Medium,Panthere,124000.0
JOAILLERE-PANTHERE-WATCH_COD13452677152895277.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/joaillere-panthere-watch_cod13452677152895277.html#dept=EU_Watches,156000.0,EUR,Q4 May 2022,Other,Medium,Panthere,156000.0
JOAILLERE-PANTHERE-WATCH_COD13452677152895286.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/joaillere-panthere-watch_cod13452677152895286.html#dept=EU_Watches,132000.0,EUR,Q4 May 2022,Other,Medium,Panthere,132000.0
JOAILLERE-PANTHERE-WATCH_COD13452677152895289.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/joaillere-panthere-watch_cod13452677152895289.html#dept=EU_Watches,228000.0,EUR,Q4 May 2022,Other,Medium,Panthere,228000.0
JOAILLERE-PANTHERE-WATCH_COD1647597276076640.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/joaillere-panthere-watch_cod1647597276076640.html#dept=EU_Watches,156000.0,EUR,Q4 May 2022,Other,Medium,Panthere,156000.0
JOAILLERE-PANTHERE-WATCH_COD1647597276076643.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/joaillere-panthere-watch_cod1647597276076643.html#dept=EU_Watches,144000.0,EUR,Q4 May 2022,Other,Medium,Panthere,144000.0
JOAILLERE-PANTHERE-WATCH_COD25372685655516891.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/joaillere-panthere-watch_cod25372685655516891.html#dept=EU_Watches,113000.0,EUR,Q4 May 2022,Other,Medium,Panthere,113000.0
JOAILLERE-PANTHERE-WATCH_COD25372685655530162.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/joaillere-panthere-watch_cod25372685655530162.html#dept=EU_Watches,180000.0,EUR,Q4 May 2022,Other,Medium,Panthere,180000.0
JOAILLERE-PANTHERE-WATCH_COD25372685655532212.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/joaillere-panthere-watch_cod25372685655532212.html#dept=EU_Watches,168000.0,EUR,Q4 May 2022,Other,Medium,Panthere,168000.0
JOAILLERE-PANTHERE-WATCH_COD44733502651459447.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/joaillere-panthere-watch_cod44733502651459447.html#dept=EU_Watches,221000.0,EUR,Q4 May 2022,Other,Medium,Panthere,221000.0
JOAILLERE-PANTHERE-WATCH_COD44733502651459484.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/joaillere-panthere-watch_cod44733502651459484.html#dept=EU_Watches,288000.0,EUR,Q4 May 2022,Other,Medium,Panthere,288000.0
LA-PANTHERE-DE-CARTIER-WATCH_COD1647597276076453.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod1647597276076453.html#dept=EU_Watches,79000.0,EUR,Q4 May 2022,Other,Medium,Panthere,79000.0
LA-PANTHERE-DE-CARTIER-WATCH_COD1647597276076631.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod1647597276076631.html#dept=EU_Watches,79000.0,EUR,Q4 May 2022,Other,Medium,Panthere,79000.0
LA-PANTHERE-DE-CARTIER-WATCH_COD1647597276076634.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod1647597276076634.html#dept=EU_Watches,216000.0,EUR,Q4 May 2022,Other,Medium,Panthere,216000.0
LA-PANTHERE-DE-CARTIER-WATCH_COD1647597276076646.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod1647597276076646.html#dept=EU_Watches,120000.0,EUR,Q4 May 2022,Other,Medium,Panthere,120000.0
LA-PANTHERE-DE-CARTIER-WATCH_COD1647597279282985.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod1647597279282985.html#dept=EU_Watches,74500.0,EUR,Q4 May 2022,Other,Medium,Panthere,74500.0
LA-PANTHERE-DE-CARTIER-WATCH_COD25372685655516883.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod25372685655516883.html#dept=EU_Watches,59500.0,EUR,Q4 May 2022,Other,Medium,Panthere,59500.0
LA-PANTHERE-DE-CARTIER-WATCH_COD25372685655516885.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod25372685655516885.html#dept=EU_Watches,119000.0,EUR,Q4 May 2022,Other,Medium,Panthere,119000.0
LA-PANTHERE-DE-CARTIER-WATCH_COD25372685655516904.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod25372685655516904.html#dept=EU_Watches,59500.0,EUR,Q4 May 2022,Other,Medium,Panthere,59500.0
LA-PANTHERE-DE-CARTIER-WATCH_COD25372685655516905.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod25372685655516905.html#dept=EU_Watches,59500.0,EUR,Q4 May 2022,Other,Medium,Panthere,59500.0
LA-PANTHERE-DE-CARTIER-WATCH_COD25372685655516906.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod25372685655516906.html#dept=EU_Watches,119000.0,EUR,Q4 May 2022,Other,Medium,Panthere,119000.0
LA-PANTHERE-DE-CARTIER-WATCH_COD25372685655516911.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod25372685655516911.html#dept=EU_Watches,119000.0,EUR,Q4 May 2022,Other,Medium,Panthere,119000.0
LA-PANTHERE-DE-CARTIER-WATCH_COD25372685655516913.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod25372685655516913.html#dept=EU_Watches,30300.0,EUR,Q4 May 2022,Other,Medium,Panthere,30300.0
LA-PANTHERE-DE-CARTIER-WATCH_COD25372685655516914.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod25372685655516914.html#dept=EU_Watches,45400.0,EUR,Q4 May 2022,Other,Medium,Panthere,45400.0
LA-PANTHERE-DE-CARTIER-WATCH_COD25372685655516915.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod25372685655516915.html#dept=EU_Watches,45400.0,EUR,Q4 May 2022,Other,Medium,Panthere,45400.0
LA-PANTHERE-DE-CARTIER-WATCH_COD25372685655516916.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod25372685655516916.html#dept=EU_Watches,61000.0,EUR,Q4 May 2022,Other,Medium,Panthere,61000.0
LA-PANTHERE-DE-CARTIER-WATCH_COD25372685655516917.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod25372685655516917.html#dept=EU_Watches,264000.0,EUR,Q4 May 2022,Other,Medium,Panthere,264000.0
LA-PANTHERE-DE-CARTIER-WATCH_COD6630340698987489.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/la-panthere-de-cartier-watch_cod6630340698987489.html#dept=EU_Watches,30300.0,EUR,Q4 May 2022,Other,Medium,Panthere,30300.0
MAILLON-DE-CARTIER-WATCH_COD25372685655503481.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/maillon-de-cartier-watch_cod25372685655503481.html#dept=EU_Watches,130000.0,EUR,Q4 May 2022,Other,Medium,Other,130000.0
MAILLON-DE-CARTIER-WATCH_COD25372685655503482.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/maillon-de-cartier-watch_cod25372685655503482.html#dept=EU_Watches,123000.0,EUR,Q4 May 2022,Other,Medium,Other,123000.0
MAILLON-DE-CARTIER-WATCH_COD44733502651438037.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/maillon-de-cartier-watch_cod44733502651438037.html#dept=EU_Watches,33500.0,EUR,Q4 May 2022,Other,Medium,Other,33500.0
MAILLON-DE-CARTIER-WATCH_COD44733502651438038.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/maillon-de-cartier-watch_cod44733502651438038.html#dept=EU_Watches,116000.0,EUR,Q4 May 2022,Other,Medium,Other,116000.0
MAILLON-DE-CARTIER-WATCH_COD44733502651442598.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/maillon-de-cartier-watch_cod44733502651442598.html#dept=EU_Watches,36000.0,EUR,Q4 May 2022,Other,Medium,Other,36000.0
MAILLON-DE-CARTIER-WATCH_COD44733502651442601.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/maillon-de-cartier-watch_cod44733502651442601.html#dept=EU_Watches,130000.0,EUR,Q4 May 2022,Other,Medium,Other,130000.0
MAILLON-DE-CARTIER-WATCH_COD44733502651447021.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/maillon-de-cartier-watch_cod44733502651447021.html#dept=EU_Watches,26800.0,EUR,Q4 May 2022,Other,Medium,Other,26800.0
MINI-BAIGNOIRE-WATCH_COD44733502651450776.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/mini-baignoire-watch_cod44733502651450776.html#dept=EU_Watches,24400.0,EUR,Q4 May 2022,Other,Small,Other,24400.0
MINI-BAIGNOIRE-WATCH_COD44733502651450777.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/mini-baignoire-watch_cod44733502651450777.html#dept=EU_Watches,9650.0,EUR,Q4 May 2022,Other,Small,Other,9650.0
MINI-BAIGNOIRE-WATCH_COD44733502651450791.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/mini-baignoire-watch_cod44733502651450791.html#dept=EU_Watches,32500.0,EUR,Q4 May 2022,Other,Small,Other,32500.0
MINI-BAIGNOIRE-WATCH_COD44733502651450792.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/mini-baignoire-watch_cod44733502651450792.html#dept=EU_Watches,30500.0,EUR,Q4 May 2022,Other,Small,Other,30500.0
MINI-BAIGNOIRE-WATCH_COD44733502651450793.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/mini-baignoire-watch_cod44733502651450793.html#dept=EU_Watches,19900.0,EUR,Q4 May 2022,Other,Small,Other,19900.0
MINI-BAIGNOIRE-WATCH_COD44733502651450794.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/mini-baignoire-watch_cod44733502651450794.html#dept=EU_Watches,18600.0,EUR,Q4 May 2022,Other,Small,Other,18600.0
MINI-BAIGNOIRE-WATCH_COD44733502651464080.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/mini-baignoire-watch_cod44733502651464080.html#dept=EU_Watches,73000.0,EUR,Q4 May 2022,Other,Small,Other,73000.0
PANTHERE-DE-CARTIER-BANGLE-WATCH_COD25372685655532209.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-bangle-watch_cod25372685655532209.html#dept=EU_Watches,129000.0,EUR,Q4 May 2022,Other,Medium,Panthere,129000.0
PANTHERE-DE-CARTIER-WATCH-SMALL-MODEL_COD44733502651435010.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch-small-model_cod44733502651435010.html#dept=EU_Watches,4050.0,EUR,Q4 May 2022,Other,Small,Panthere,4050.0
PANTHERE-DE-CARTIER-WATCH_COD1647597277638149.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod1647597277638149.html#dept=EU_Watches,22400.0,EUR,Q4 May 2022,Other,Medium,Panthere,22400.0
PANTHERE-DE-CARTIER-WATCH_COD1647597277638152.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod1647597277638152.html#dept=EU_Watches,26700.0,EUR,Q4 May 2022,Other,Medium,Panthere,26700.0
PANTHERE-DE-CARTIER-WATCH_COD25372685655516898.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod25372685655516898.html#dept=EU_Watches,80500.0,EUR,Q4 May 2022,Other,Medium,Panthere,80500.0
PANTHERE-DE-CARTIER-WATCH_COD25372685655516899.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod25372685655516899.html#dept=EU_Watches,75000.0,EUR,Q4 May 2022,Other,Medium,Panthere,75000.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651434917.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651434917.html#dept=EU_Watches,30600.0,EUR,Q4 May 2022,Other,Medium,Panthere,30600.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651434919.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651434919.html#dept=EU_Watches,53000.0,EUR,Q4 May 2022,Other,Medium,Panthere,53000.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651434921.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651434921.html#dept=EU_Watches,44700.0,EUR,Q4 May 2022,Other,Medium,Panthere,44700.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651434923.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651434923.html#dept=EU_Watches,49400.0,EUR,Q4 May 2022,Other,Medium,Panthere,49400.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651434925.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651434925.html#dept=EU_Watches,41700.0,EUR,Q4 May 2022,Other,Medium,Panthere,41700.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651434927.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651434927.html#dept=EU_Watches,26400.0,EUR,Q4 May 2022,Other,Medium,Panthere,26400.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651434929.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651434929.html#dept=EU_Watches,30600.0,EUR,Q4 May 2022,Other,Medium,Panthere,30600.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651434931.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651434931.html#dept=EU_Watches,31400.0,EUR,Q4 May 2022,Other,Medium,Panthere,31400.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651434933.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651434933.html#dept=EU_Watches,29200.0,EUR,Q4 May 2022,Other,Medium,Panthere,29200.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651435011.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651435011.html#dept=EU_Watches,5100.0,EUR,Q4 May 2022,Other,Medium,Panthere,5100.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651442637.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651442637.html#dept=EU_Watches,28500.0,EUR,Q4 May 2022,Other,Medium,Panthere,28500.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651442639.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651442639.html#dept=EU_Watches,32800.0,EUR,Q4 May 2022,Other,Medium,Panthere,32800.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651442641.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651442641.html#dept=EU_Watches,26400.0,EUR,Q4 May 2022,Other,Medium,Panthere,26400.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651442654.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651442654.html#dept=EU_Watches,48600.0,EUR,Q4 May 2022,Other,Medium,Panthere,48600.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651447058.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651447058.html#dept=EU_Watches,22100.0,EUR,Q4 May 2022,Other,Medium,Panthere,22100.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651447060.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651447060.html#dept=EU_Watches,25500.0,EUR,Q4 May 2022,Other,Medium,Panthere,25500.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651447061.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651447061.html#dept=EU_Watches,22100.0,EUR,Q4 May 2022,Other,Medium,Panthere,22100.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651447063.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651447063.html#dept=EU_Watches,25500.0,EUR,Q4 May 2022,Other,Medium,Panthere,25500.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651447065.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651447065.html#dept=EU_Watches,40000.0,EUR,Q4 May 2022,Other,Medium,Panthere,40000.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651447066.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651447066.html#dept=EU_Watches,37100.0,EUR,Q4 May 2022,Other,Medium,Panthere,37100.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651447068.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651447068.html#dept=EU_Watches,20100.0,EUR,Q4 May 2022,Other,Medium,Panthere,20100.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651447072.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651447072.html#dept=EU_Watches,44100.0,EUR,Q4 May 2022,Other,Medium,Panthere,44100.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651447074.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651447074.html#dept=EU_Watches,85000.0,EUR,Q4 May 2022,Other,Medium,Panthere,85000.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651456351.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651456351.html#dept=EU_Watches,8200.0,EUR,Q4 May 2022,Other,Medium,Panthere,8200.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651456352.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651456352.html#dept=EU_Watches,8950.0,EUR,Q4 May 2022,Other,Medium,Panthere,8950.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651456377.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651456377.html#dept=EU_Watches,12400.0,EUR,Q4 May 2022,Other,Medium,Panthere,12400.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651456378.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651456378.html#dept=EU_Watches,13800.0,EUR,Q4 May 2022,Other,Medium,Panthere,13800.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651456387.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651456387.html#dept=EU_Watches,8550.0,EUR,Q4 May 2022,Other,Medium,Panthere,8550.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651456388.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651456388.html#dept=EU_Watches,9850.0,EUR,Q4 May 2022,Other,Medium,Panthere,9850.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651459443.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651459443.html#dept=EU_Watches,154000.0,EUR,Q4 May 2022,Other,Medium,Panthere,154000.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651459465.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651459465.html#dept=EU_Watches,91500.0,EUR,Q4 May 2022,Other,Medium,Panthere,91500.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651459467.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651459467.html#dept=EU_Watches,128000.0,EUR,Q4 May 2022,Other,Medium,Panthere,128000.0
PANTHERE-DE-CARTIER-WATCH_COD44733502651459468.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod44733502651459468.html#dept=EU_Watches,86000.0,EUR,Q4 May 2022,Other,Medium,Panthere,86000.0
PANTHERE-DE-CARTIER-WATCH_COD45666037504807361.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod45666037504807361.html#dept=EU_Watches,8800.0,EUR,Q4 May 2022,Other,Medium,Panthere,8800.0
PANTHERE-DE-CARTIER-WATCH_COD45666037504809353.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-de-cartier-watch_cod45666037504809353.html#dept=EU_Watches,4300.0,EUR,Q4 May 2022,Other,Medium,Panthere,4300.0
PANTHERE-LOVEE-WATCH_COD25372685655516873.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-lovee-watch_cod25372685655516873.html#dept=EU_Watches,113000.0,EUR,Q4 May 2022,Other,Medium,Panthere,113000.0
PANTHERE-LOVEE-WATCH_COD25372685655516875.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-lovee-watch_cod25372685655516875.html#dept=EU_Watches,226000.0,EUR,Q4 May 2022,Other,Medium,Panthere,226000.0
PANTHERE-MYSTERIEUSE-WATCH_COD44733502651459415.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/panthere-mysterieuse-watch_cod44733502651459415.html#dept=EU_Watches,243000.0,EUR,Q4 May 2022,Other,Medium,Panthere,243000.0
PASHA-DE-CARTIER-WATCH_COD1647597283185777.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/pasha-de-cartier-watch_cod1647597283185777.html#dept=EU_Watches,19400.0,EUR,Q4 May 2022,Other,Medium,Pasha,19400.0
PASHA-DE-CARTIER-WATCH_COD1647597283185780.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/pasha-de-cartier-watch_cod1647597283185780.html#dept=EU_Watches,20900.0,EUR,Q4 May 2022,Other,Medium,Pasha,20900.0
PASHA-DE-CARTIER-WATCH_COD1647597283185782.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/pasha-de-cartier-watch_cod1647597283185782.html#dept=EU_Watches,30500.0,EUR,Q4 May 2022,Other,Medium,Pasha,30500.0
PASHA-DE-CARTIER-WATCH_COD1647597283185784.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/pasha-de-cartier-watch_cod1647597283185784.html#dept=EU_Watches,22500.0,EUR,Q4 May 2022,Other,Medium,Pasha,22500.0
PASHA-DE-CARTIER-WATCH_COD20346390236037378.HTML#DEPT=EU_WATCHES,https://www.cartier.com/en-fr/pasha-de-cartier-watch_cod20346390236037378.html#dept=EU_Watches,10500.0,EUR,Q4 May 2022,Other,Medium,Pasha,10500.0
